,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
22036,L,297.9089454068236,307.4257062386426,1327,60.37984922269655,187
22037,L,302.0581589155648,311.5410533521634,1360,58.490130528095094,199
22038,L,298.71126455649545,309.04295965219035,1332,54.81479826095182,206
22039,L,298.13167271197995,308.2120999579449,1312,61.0,188
22040,L,300.4556216420718,311.4662701475694,1270,63.816596291956614,203
22041,L,299.1,309.400805764238,1323,54.11497636934683,217
22042,L,303.75270709385137,312.858121281554,1362,58.43391990939172,199
22043,L,299.0694377729941,310.16561749461835,1317,54.849663618884605,230
22044,L,300.7917306484295,310.5382578759163,1352,57.6065042761784,208
22045,L,303.1981515002099,312.53571687159047,1364,59.9687826856903,205
22046,L,303.7157500548076,312.7472501644227,1359,57.28825169903499,195
22047,L,299.40372309713024,308.95279232284764,1375,54.114170665183515,213
22048,L,301.7223630944376,311.39725152999466,1363,60.137444217778565,205
22049,L,298.96865202875495,309.77163007188733,1431,49.37464737419725,227
22050,L,300.7568152228037,310.62100529169993,1362,60.57161986220762,205
22051,L,303.9960103885953,312.9019948057023,1363,62.44813505173886,200
22052,H,301.3432390722838,311.494445909798,1420,51.83140415173481,239
22053,L,298.2956482473406,308.36822651861706,1400,55.60870350531883,218
22054,L,302.9119070955099,312.23742372997316,1360,56.71433772777281,195
22055,L,300.2284710893672,310.4969143451753,1359,59.53716702569126,189
22056,L,297.9433282160364,307.8965516322945,1375,54.11589212984366,215
22057,L,298.2495135139088,308.7703166032201,1361,53.04257915080503,215
22058,L,300.9471963834931,311.16160421925804,1239,63.94236865694045,178
22059,L,301.43840504145203,310.2596981247524,1264,58.013705748117815,194
22060,L,303.7389266396809,312.8167799190427,1361,58.006725830108046,198
22061,L,299.9239567122836,310.2059891780709,1363,59.04652237427857,205
22062,L,298.4849445788991,309.5311807236239,1344,54.80538794770633,208
22063,L,298.7879471474019,308.99503303287383,1332,54.575165164369075,206
22064,L,303.158811914754,312.5907310094174,1365,59.408877211300926,204
22065,L,300.45241341319263,311.5382656082322,1336,58.60514317192611,190
22066,L,298.8979423978341,309.21932368441395,1305,61.09103596493488,192
22067,L,299.7904898695561,310.927212838508,1229,65.09114864596796,204
22068,L,297.17478149637356,307.69076156476655,1318,61.156304625906614,196
22069,L,299.0584846034069,309.9584846034069,1366,56.618284707214094,201
22070,L,297.31607565559034,308.51777553071605,1288,61.97542496878141,203
22071,H,302.33843267990324,311.4768653598064,1394,51.78064297457657,237
22072,L,297.61181687711064,308.56672579405875,1343,59.10364332207644,208
22073,L,297.65927559238753,307.3879527547578,1325,61.03518110190313,188
22074,L,297.6154401526561,309.5984027428287,1500,49.809051123970804,222
22075,L,300.5990840746387,309.78612024206143,1381,52.583325506804485,216
22076,L,300.69823897061843,310.3070441175263,1306,63.94318627491233,195
22077,L,303.93546325858443,312.9322683707078,1363,61.66102236159767,201
22078,L,299.7274004727355,309.1955503545516,1375,53.98773419033771,213
22079,L,300.3069297841082,309.2554453347942,1431,51.113859568216384,230
22080,L,300.148275852254,311.082758617418,1253,66.60114940020465,208
22081,L,298.1027789149473,308.5202405320299,1360,56.28610542526353,215
22082,L,298.2501849098022,309.35018490980224,1356,53.08832231049517,212
22083,L,299.35070482238893,310.1221568626304,1368,56.64041335430787,214
22084,L,300.7835513445189,309.8088196140524,1383,51.78677057892135,225
22085,L,300.56622979144106,311.86040734168944,1372,60.060407341689476,211
22086,L,299.36365085646224,310.40796964214815,1336,57.119332070776295,198
22087,L,300.0784940544638,309.31079891929306,1382,52.99074378346312,217
22088,L,297.4080855955809,308.1408085595581,1363,52.66323423823237,215
22089,H,302.19344376720187,311.5824676862286,1412,53.19344376720187,242
22090,L,303.0287228016298,312.2715265187016,1366,58.900560970745616,204
22091,L,298.2799749235448,308.11335005097015,1411,52.56032599391795,218
22092,L,298.96782470539483,309.95137918131013,1187,65.72533171387293,199
22093,L,300.81057626736816,311.1824677957192,1228,66.41057626736814,200
22094,L,301.490091555316,311.0725853129081,1439,52.154995838394726,214
22095,L,302.04513558708874,311.65663876773743,1368,56.20796451290348,207
22096,L,299.3169671329662,309.0444041151728,1310,62.84729179682875,190
22097,L,301.38049028421597,311.71086451961673,1251,63.21109661724711,193
22098,L,298.31498395339844,308.687614168544,1383,56.69587138951464,202
22099,L,298.058048339984,308.65913259554844,1283,60.546255251574046,197
22100,L,300.784983513519,310.8081476689114,1269,63.68834550668332,203
22101,L,298.2326638694192,307.7992275416375,1327,58.53714412792163,192
22102,L,299.49107934539825,309.76071956359885,1362,58.38800572548677,207
22103,L,302.7001716573722,311.9866071105859,1362,61.72712909357268,202
22104,L,297.12986890892296,307.5023798331794,1365,56.36493445446148,215
22105,L,298.9893144598426,309.97862891968515,1300,58.72933667558818,222
22106,L,301.00341690042654,311.08861033191147,1236,64.31343852252701,177
22107,L,301.72139712660925,310.76069856330463,1379,52.19454066148004,214
22108,L,301.0520835822183,310.8640626866638,1364,58.75822865645246,206
22109,L,302.5081755362539,311.57130485507935,1227,67.98191689860289,186
22110,L,301.46272994695516,311.1993497445548,1369,56.2910076144614,207
22111,L,297.8464639164844,308.8052333634376,1338,58.243988758437176,206
22112,L,301.18263693636743,310.98089135091203,1362,60.19912720727229,205
22113,L,296.0889217438664,306.52780652588314,1370,55.0499630381503,215
22114,L,299.4636548020135,309.4253854156392,1366,54.02326996433591,214
22115,L,301.809372822568,310.80468641128397,1378,52.48046167334598,213
22116,L,299.425048938148,309.8033113670662,1341,57.34347514216358,206
22117,L,300.86343654585323,310.9246198578328,1270,57.96416921105804,196
22118,L,301.6661481702053,310.7330740851026,1379,52.01498155316714,215
22119,L,297.7312020620443,308.53343078076176,1372,56.6910851251302,203
22120,L,299.0107924554965,309.9107924554965,1372,55.764754732979,201
22121,L,297.1790290274171,308.01777875310603,1399,57.161250274311065,201
22122,L,301.2740734034208,310.1864219885973,1266,57.456807113339515,193
22123,L,298.72717556636246,308.5271755663625,1460,50.68622563818629,222
22124,L,301.39220389705906,311.2773295164886,1370,56.06245513591804,206
22125,L,303.2587178934466,312.42034687223014,1365,59.7528957227727,203
22126,L,301.59487897860146,311.29890664063544,1363,60.15201383101697,205
22127,L,298.7253664688368,309.2891360938683,1400,55.672460749936896,217
22128,L,297.6988409802145,308.16988409802144,1364,52.779536392085824,216
22129,L,300.13401872702366,310.3061242565966,1352,56.2523914968134,209
22130,L,303.15317955388724,312.3520573583976,1365,59.361783052640924,203
22131,L,299.77274180936,310.0613908925501,1331,55.618225428080095,199
22132,L,297.48732298818794,308.58732298818796,1359,52.72932846502962,212
22133,L,299.53216867273204,309.82573493818563,1393,57.41286746909281,194
22134,H,300.6929653094465,309.56008367794965,1416,51.69296530944649,232
22135,L,301.252951264955,310.1888698328628,1269,56.92546329345329,195
22136,L,299.98617148130796,309.81566574988284,1380,57.07188858329428,203
22137,L,298.5821380654561,309.42621966086193,1338,56.411836809188294,206
22138,L,301.4962252913653,310.8245296503617,1379,52.661330081668346,215
22139,L,301.38912794049696,310.6819782891697,1348,59.514299302654535,206
22140,L,300.48726627865165,311.76782943014325,1372,59.967829430143254,211
22141,L,302.6062997787716,312.0791455436238,1363,60.0364228824261,205
22142,L,298.32762872748765,309.33665182701384,1287,61.92725577488154,211
22143,L,298.92569086385834,309.8513817277168,1290,60.987974333027694,217
22144,L,299.0484992284578,309.94849922845776,1370,55.9909953707465,201
22145,L,301.09167293779836,310.7944235406722,1246,62.07761890910853,182
22146,L,297.41411114855157,307.5411805321553,1321,61.09647221286212,192
22147,L,297.9527832076181,307.7201538209498,1320,61.0,187
22148,L,301.10421510251876,311.17638712539144,1363,56.51784946766508,199
22149,L,297.7251211160168,307.95948097651467,1365,53.20923874448114,217
22150,L,303.7996990502813,312.99909715084374,1364,59.89067055871891,204
22151,L,299.7616661834549,310.94888824460656,1278,60.349000869781136,205
22152,L,303.73482306397074,312.8044691919122,1361,57.87951498309284,197
22153,H,300.1722235612298,310.7665173488726,1428,50.24895075841867,233
22154,L,298.38281774468226,308.5641887536402,1314,62.691987566630864,197
22155,L,301.2499822915086,310.2667256949713,1263,58.06711528178144,191
22156,L,299.8640209858954,309.5271353621802,1408,53.27165582500566,224
22157,L,301.2804415867346,310.6121766346938,1378,56.122145335714826,206
22158,L,299.44385029261406,310.1934157895954,1367,56.28925467835581,203
22159,L,295.96931395466777,306.42314971033426,1370,55.1845218009988,215
22160,L,299.46999481851066,309.8885743894225,1430,49.5135614356991,229
22161,L,302.61757516769296,312.0540601341544,1368,56.983352080309274,207
22162,L,301.8547139902542,310.8418855961017,1378,53.71020124093231,210
22163,L,299.16325846974513,309.42044918152925,1393,54.83067377229388,217
22164,L,302.61385410971485,312.149748230667,1449,52.02103293390529,213
22165,L,300.81366314913413,310.6852473618506,1363,59.24699054427506,206
22166,L,299.3947053014719,310.44031802236657,1336,57.14909258057725,198
22167,L,297.03002022571735,308.1060040451435,1362,52.629086970584545,213
22168,L,299.7944550591325,310.13833651773973,1375,56.33556404730597,202
22169,L,298.14264003086623,308.9997720324095,1378,56.00007598919683,201
22170,L,303.57499814003825,312.8546862987747,1365,59.703123372533454,204
22171,L,297.38661116404796,307.55836802247006,1321,61.10334720898801,193
22172,L,297.30751754549794,308.40751754549797,1360,52.64471413905785,212
22173,L,298.8055212204774,309.3036808136516,1362,56.767595612037425,209
22174,L,301.9429009811903,310.9407850134355,1377,53.38549509404863,212
22175,L,298.1410115852657,308.9725124127847,1371,56.573996689924094,203
22176,L,299.3021980313244,309.35398367114396,1381,56.91799455704799,203
22177,L,300.4308315523036,309.3395248272551,1417,51.36660370801403,230
22178,L,303.5605216115771,312.71826071950244,1363,59.956347856099505,205
22179,L,297.1598489299252,307.9598489299252,1382,56.468506684253654,202
22180,L,297.7263624390632,308.58424162604217,1362,54.216856674149476,211
22181,L,300.6609383736911,310.9787097361747,1269,65.34744925188126,205
22182,L,298.362000882958,309.3697509933278,1335,55.999248565193255,207
22183,H,302.461132152134,311.94326507461534,1411,53.461132152133956,243
22184,L,298.7177681058182,309.00781473291704,1306,61.06753497032412,191
22185,L,299.04688007737036,309.9825211459049,1277,65.33995687176674,204
22186,L,299.28685788710374,308.5886101688232,1319,63.1311629715153,188
22187,L,303.1035023828073,312.44280190624585,1366,58.18197254425794,206
22188,L,302.83844643429813,312.0918445418575,1359,57.6868933764578,197
22189,L,298.1515084138446,308.1989943907703,1408,54.23039062001981,218
22190,L,299.38234067920246,308.6670924052761,1383,53.49936139208591,218
22191,L,297.28769838194063,308.4954311204924,1289,61.90773273855178,199
22192,L,299.75877456536347,310.9226820807662,1229,65.10927167693517,205
22193,L,298.27315225626546,308.6724803494529,1403,56.00134381362514,217
22194,L,299.1577131590941,309.465155249965,1481,48.85771315909409,228
22195,L,298.53825869577804,309.88654365954966,1280,60.64802101439486,198
22196,L,299.2050038991401,309.8790036763321,1303,61.263000111404004,201
22197,L,300.48155973432137,310.3444679202964,1377,56.885247787457075,203
22198,L,303.47628076884814,312.7410246150785,1365,59.10149256315869,205
22199,L,298.1657003668578,308.5787436956749,1362,52.99468592391874,216
22200,L,300.5,311.12773882751657,1288,63.01980730602641,203
22201,L,301.1363965290458,310.3249547725621,1269,58.98819642401291,197
22202,L,300.43379699792405,311.5634210145317,1280,59.909736956405006,199
22203,L,298.60701078389553,308.35525808792164,1374,54.42538641254082,213
22204,L,298.9608238802836,309.2931410768547,1305,61.099237897428296,193
22205,L,299.29209567974664,310.1185777397942,1289,61.752964120094994,212
22206,L,301.53890506605006,311.2293535242499,1376,55.40547466974969,212
22207,L,298.9202982871791,308.592651869822,1328,54.622917442211495,204
22208,L,298.4206716835662,309.2014393219276,1357,54.696641582169065,213
22209,L,303.7060256701653,312.7040171134435,1359,56.91448773314043,194
22210,L,298.70635416318635,309.583766021893,1373,55.92588141293358,201
22211,L,299.3425553063013,310.36498703808996,1337,59.524739889064634,195
22212,L,298.85562184453516,309.4701080850481,1464,50.5360541847275,225
22213,L,301.794028753817,310.7289754323507,1384,50.66222529501157,230
22214,L,299.10455527300877,309.1242467880039,1278,59.33695835118991,196
22215,L,301.70216432864834,310.7808657314593,1378,54.350909819677085,209
22216,L,300.0105759806623,311.36189797824505,1251,62.12068014503309,203
22217,L,300.7790515107548,311.77210606374655,1372,59.20474244622607,212
22218,L,297.56885038667394,307.4444685083288,1323,61.05778740333152,190
22219,L,300.5258747513912,310.9965009944353,1297,61.64499668521586,201
22220,L,303.8126868776684,312.9936565611658,1364,60.064929409689185,204
22221,L,298.6025570796226,308.742933794198,1406,53.47240868353747,217
22222,L,300.49034109552383,310.2798894374712,1345,58.52090331610526,206
22223,L,298.4663974990959,309.48719718648283,1332,55.829604063969256,211
22224,L,299.16486273277513,309.41082360334934,1393,54.81623540502395,217
22225,L,299.8471784378085,310.33364425307957,1299,61.21484936145328,198
22226,L,299.7083350798543,311.02187696483605,1234,64.38748690109304,207
22227,L,301.33091938813413,311.0639543858985,1436,53.29430436354257,214
22228,L,298.14081830024986,309.1263472366362,1337,56.852495307909905,206
22229,L,298.4341697156769,308.6775388831973,1362,57.46069304559524,214
22230,L,299.4117089293175,309.9218806118186,1430,49.40115293511232,229
22231,L,298.50218248878366,309.37610533310783,1356,54.28908755608176,213
22232,L,297.7546387177965,307.3283508013772,1326,61.01134032055087,186
22233,L,298.7416482899273,309.2610988599516,1362,56.61662323073724,209
22234,L,300.8918482002444,310.9179036655397,1359,59.01411968826882,190
22235,L,301.53896643190217,310.71558657276086,1378,55.03634098601081,208
22236,L,301.00669887094574,310.6540132437692,1269,57.58213634414474,195
22237,L,297.9513100618498,308.7988755649423,1379,56.06704147835256,201
22238,L,297.4766309612799,308.03831548063994,1313,61.120561506453356,195
22239,L,298.1831898866048,308.3915949433024,1310,61.00280168556587,189
22240,L,300.20042329490917,310.2688822796591,1361,59.864351915227566,206
22241,L,295.79298585838967,306.3756940834138,1370,55.17267417070868,214
22242,L,301.7006524464031,310.64500023212116,1378,53.15543473214757,212
22243,L,300.3760531215717,309.5824832849133,1382,52.75787147007432,217
22244,L,301.85467762533074,311.35467762533074,1372,56.57681124010479,206
22245,L,301.02717347963414,310.0685200168809,1259,57.75489282128045,195
22246,L,298.7357704589948,309.6357704589948,1362,59.09242648103977,193
22247,L,299.27589259961087,310.10324130846726,1366,56.319118760827266,202
22248,L,299.58527066344783,308.801056725517,1414,51.83262884965534,225
22249,L,298.21859253498883,309.0584842684495,1373,56.30108266539322,202
22250,L,300.64509764336384,311.17098047132725,1260,66.60039461114435,199
22251,L,296.982809551619,308.2531647594646,1288,62.27174392808234,199
22252,L,301.0158476658889,311.87553837259475,1371,59.14599653119616,211
